order_id,customer_id,product_id,store_id,order_date,quantity,unit_price
ORD-000349,CUST-00515,PROD-0165,STORE-006,2025-02-17,3,89.73
ORD-000350,CUST-00738,PROD-0231,STORE-020,2025-11-16,6,422.04
ORD-000351,CUST-00043,PROD-0212,STORE-001,2025-10-16,2,27.49
ORD-000352,CUST-00591,PROD-0068,STORE-021,2025-11-25,4,384.63
ORD-000353,CUST-00633,PROD-0164,STORE-001,2025-08-02,8,445.04
ORD-000354,CUST-00297,PROD-0165,STORE-010,2025-10-07,8,126.2
ORD-000355,CUST-00416,PROD-0077,STORE-015,2025-12-17,2,345.85
ORD-000356,CUST-00451,PROD-0107,STORE-016,2025-03-22,8,105.98
ORD-000357,CUST-00148,PROD-0081,STORE-023,2025-11-07,6,368.42
ORD-000358,CUST-00409,PROD-0034,STORE-025,2025-06-26,6,259.91
ORD-000359,CUST-00327,PROD-0062,STORE-015,2025-02-24,2,137.39
ORD-000360,CUST-00145,PROD-0025,STORE-002,2025-05-07,5,472.96
ORD-000361,CUST-00429,PROD-0064,STORE-006,2025-11-12,6,467.2
ORD-000362,CUST-00195,PROD-0196,STORE-006,2025-06-10,8,497.99
ORD-000363,CUST-00511,PROD-0226,STORE-010,2025-08-28,8,16.46
ORD-000364,CUST-00518,PROD-0118,STORE-008,2025-07-21,4,293.75
ORD-000365,CUST-00052,PROD-0073,STORE-016,2025-01-25,8,146.44
ORD-000366,CUST-00111,PROD-0111,STORE-005,2025-01-05,5,365.11
ORD-000367,CUST-00375,PROD-0012,STORE-013,2025-07-26,1,287.28
ORD-000368,CUST-00372,PROD-0142,STORE-010,2025-04-10,2,196.23
ORD-000369,CUST-00564,PROD-0072,STORE-020,2025-08-19,2,68.68
ORD-000370,CUST-00404,PROD-0096,STORE-011,2025-02-19,6,378.7
ORD-000371,CUST-00617,PROD-0131,STORE-013,2025-04-12,1,27.42
ORD-000372,CUST-00731,PROD-0086,STORE-016,2025-03-12,8,78.72
ORD-000373,CUST-00144,PROD-0084,STORE-020,2025-09-21,6,85.43
ORD-000374,CUST-00307,PROD-0152,STORE-011,2025-11-12,8,355.82
ORD-000375,CUST-00487,PROD-0209,STORE-001,2025-06-03,6,168.95
ORD-000376,CUST-00427,PROD-0150,STORE-010,2025-02-26,1,300.46
ORD-000377,CUST-00672,PROD-0201,STORE-025,2025-05-16,4,362.08
ORD-000378,CUST-00492,PROD-0044,STORE-017,2025-10-26,7,78.14
ORD-000379,CUST-00249,PROD-0009,STORE-019,2025-12-15,2,99.43
ORD-000380,CUST-00322,PROD-0108,STORE-005,2025-08-14,7,346.79
ORD-000381,CUST-00514,PROD-0199,STORE-020,2025-07-30,8,437.03
ORD-000382,CUST-00723,PROD-0036,STORE-017,2025-02-01,4,282.63
ORD-000383,CUST-00490,PROD-0135,STORE-013,2025-12-06,6,478.55
ORD-000384,CUST-00546,PROD-0088,STORE-018,2025-08-24,6,339.54
ORD-000385,CUST-00659,PROD-0206,STORE-023,2025-12-15,5,306.98
ORD-000386,CUST-00253,PROD-0072,STORE-018,2025-04-09,5,116.3
ORD-000387,CUST-00296,PROD-0181,STORE-007,2025-06-02,8,161.93
ORD-000388,CUST-00574,PROD-0240,STORE-024,2025-06-28,5,147.45
ORD-000389,CUST-00693,PROD-0140,STORE-013,2025-10-21,7,410.09
ORD-000390,CUST-00298,PROD-0011,STORE-010,2025-03-16,2,176.44
ORD-000391,CUST-00672,PROD-0066,STORE-024,2025-08-15,8,110.91
ORD-000392,CUST-00278,PROD-0239,STORE-018,2025-10-03,5,72.94
ORD-000393,CUST-00601,PROD-0062,STORE-008,2025-11-12,1,336.56
ORD-000394,CUST-00232,PROD-0164,STORE-008,2025-09-29,1,54.59
ORD-000395,CUST-00735,PROD-0121,STORE-004,2025-06-19,3,7.55
ORD-000396,CUST-00162,PROD-0105,STORE-021,2025-10-09,8,241.33
ORD-000397,CUST-00295,PROD-0083,STORE-010,2025-04-13,1,454.42
ORD-000398,CUST-00668,PROD-0147,STORE-008,2025-02-15,1,457.04
ORD-000399,CUST-00428,PROD-0226,STORE-006,2025-03-31,1,498.59
ORD-000400,CUST-00508,PROD-0048,STORE-024,2025-07-23,5,438.98
ORD-000401,CUST-00306,PROD-0146,STORE-020,2025-01-05,2,464.58
ORD-000402,CUST-00292,PROD-0117,STORE-021,2025-06-21,8,445.17
ORD-000403,CUST-00517,PROD-0120,STORE-009,2025-03-10,4,405.35
ORD-000404,CUST-00167,PROD-0188,STORE-015,2025-06-19,5,360.7
ORD-000405,CUST-00346,PROD-0203,STORE-010,2025-01-08,4,91.86
ORD-000406,CUST-00416,PROD-0212,STORE-014,2025-11-24,6,47.93
ORD-000407,CUST-00098,PROD-0048,STORE-005,2025-12-09,8,165.17
ORD-000408,CUST-00007,PROD-0067,STORE-013,2025-05-08,4,226.12
ORD-000409,CUST-00338,PROD-0078,STORE-019,2025-05-17,1,134.46
ORD-000410,CUST-00710,PROD-0061,STORE-002,2025-07-04,2,235.36
ORD-000411,CUST-00416,PROD-0176,STORE-017,2025-03-23,5,346.68
ORD-000412,CUST-00303,PROD-0095,STORE-020,2025-11-24,4,113.46
ORD-000413,CUST-00490,PROD-0040,STORE-015,2025-03-10,6,210.83
ORD-000414,CUST-00483,PROD-0194,STORE-018,2025-10-09,4,382.11
ORD-000415,CUST-00611,PROD-0224,STORE-003,2025-12-15,8,266.44
ORD-000416,CUST-00080,PROD-0235,STORE-019,2025-07-05,2,35.56
ORD-000417,CUST-00518,PROD-0052,STORE-019,2025-10-08,3,86.44
ORD-000418,CUST-00453,PROD-0030,STORE-022,2025-09-24,4,359.86
ORD-000419,CUST-00094,PROD-0231,STORE-017,2025-09-08,8,405.29
ORD-000420,CUST-00136,PROD-0132,STORE-014,2025-08-21,8,284.13
ORD-000421,CUST-00474,PROD-0173,STORE-010,2025-10-14,1,200.98
ORD-000422,CUST-00224,PROD-0149,STORE-003,2025-01-02,1,214.72
ORD-000423,CUST-00066,PROD-0139,STORE-002,2025-12-25,2,493.13
ORD-000424,CUST-00033,PROD-0074,STORE-014,2025-08-30,3,385.63
ORD-000425,CUST-00747,PROD-0166,STORE-014,2025-11-25,6,496.45
ORD-000426,CUST-00460,PROD-0223,STORE-013,2025-07-15,7,44.71
ORD-000427,CUST-00553,PROD-0035,STORE-021,2025-12-05,6,63.71
ORD-000428,CUST-00403,PROD-0136,STORE-005,2025-10-03,4,418.23
ORD-000429,CUST-00306,PROD-0119,STORE-022,2025-01-12,7,268.3
ORD-000430,CUST-00254,PROD-0118,STORE-012,2025-04-28,3,141.44
ORD-000431,CUST-00033,PROD-0208,STORE-022,2025-02-27,7,309.38
ORD-000432,CUST-00247,PROD-0053,STORE-003,2025-01-09,2,298.99
ORD-000433,CUST-00613,PROD-0173,STORE-023,2025-08-17,1,126.13
ORD-000434,CUST-00412,PROD-0113,STORE-008,2025-01-23,4,378.41
ORD-000435,CUST-00144,PROD-0129,STORE-010,2025-01-29,4,408.8
ORD-000436,CUST-00327,PROD-0148,STORE-020,2025-10-22,6,122.26
ORD-000437,CUST-00677,PROD-0134,STORE-008,2025-03-15,7,153.74
ORD-000438,CUST-00571,PROD-0243,STORE-019,2025-02-01,3,314.86
ORD-000439,CUST-00570,PROD-0127,STORE-002,2025-08-07,6,471.08
ORD-000440,CUST-00391,PROD-0202,STORE-017,2025-12-10,6,349.66
ORD-000441,CUST-00153,PROD-0077,STORE-013,2025-07-29,3,378.43
ORD-000442,CUST-00247,PROD-0218,STORE-008,2025-08-31,5,429.47
ORD-000443,CUST-00475,PROD-0235,STORE-002,2025-03-15,7,484.04
ORD-000444,CUST-00543,PROD-0035,STORE-013,2025-10-13,4,131.21
ORD-000445,CUST-00663,PROD-0021,STORE-015,2025-06-19,6,50.76
ORD-000446,CUST-00053,PROD-0069,STORE-013,2025-04-08,1,437.43
ORD-000447,CUST-00602,PROD-0186,STORE-022,2025-04-07,4,242.29
ORD-000448,CUST-00311,PROD-0245,STORE-001,2025-06-20,4,468.88
ORD-000449,CUST-00491,PROD-0235,STORE-008,2025-03-02,4,201.32
ORD-000450,CUST-00566,PROD-0083,STORE-025,2025-05-03,5,193.42
ORD-000451,CUST-00665,PROD-0092,STORE-010,2025-10-01,5,183.01
ORD-000452,CUST-00478,PROD-0026,STORE-024,2025-09-12,8,382.0
ORD-000453,CUST-00209,PROD-0095,STORE-011,2025-06-13,7,27.62
ORD-000454,CUST-00150,PROD-0005,STORE-009,2025-04-24,7,151.11
ORD-000455,CUST-00338,PROD-0059,STORE-013,2025-04-11,4,252.14
ORD-000456,CUST-00702,PROD-0087,STORE-009,2025-12-02,8,483.41
ORD-000457,CUST-00503,PROD-0118,STORE-006,2025-11-25,6,88.78
ORD-000458,CUST-00501,PROD-0048,STORE-018,2025-10-07,1,264.34
ORD-000459,CUST-00685,PROD-0013,STORE-025,2025-02-08,1,209.12
ORD-000460,CUST-00237,PROD-0018,STORE-023,2025-11-19,3,9.52
ORD-000461,CUST-00467,PROD-0096,STORE-002,2025-09-16,8,331.34
ORD-000462,CUST-00007,PROD-0137,STORE-018,2025-01-09,7,10.86
ORD-000463,CUST-00740,PROD-0071,STORE-018,2025-09-29,5,13.48
ORD-000464,CUST-00691,PROD-0111,STORE-006,2025-12-24,2,459.42
ORD-000465,CUST-00153,PROD-0062,STORE-007,2025-09-26,5,408.52
ORD-000466,CUST-00407,PROD-0021,STORE-012,2025-05-17,7,232.19
ORD-000467,CUST-00714,PROD-0058,STORE-010,2025-05-05,2,328.59
ORD-000468,CUST-00033,PROD-0024,STORE-013,2025-11-29,7,191.69
ORD-000469,CUST-00058,PROD-0164,STORE-001,2025-09-01,3,45.92
ORD-000470,CUST-00661,PROD-0201,STORE-011,2025-08-11,2,447.91
ORD-000471,CUST-00236,PROD-0055,STORE-023,2025-01-22,8,139.18
ORD-000472,CUST-00701,PROD-0237,STORE-009,2025-02-08,1,93.77
ORD-000473,CUST-00017,PROD-0247,STORE-007,2025-06-11,3,377.36
ORD-000474,CUST-00408,PROD-0238,STORE-003,2025-12-31,5,85.4
ORD-000475,CUST-00581,PROD-0214,STORE-013,2025-05-04,6,194.99
ORD-000476,CUST-00706,PROD-0186,STORE-003,2025-03-13,6,31.57
ORD-000477,CUST-00238,PROD-0215,STORE-003,2025-08-12,6,304.55
ORD-000478,CUST-00610,PROD-0102,STORE-025,2025-11-11,6,19.65
ORD-000479,CUST-00462,PROD-0126,STORE-008,2025-05-20,6,278.74
ORD-000480,CUST-00443,PROD-0048,STORE-022,2025-07-12,7,47.41
ORD-000481,CUST-00303,PROD-0205,STORE-008,2025-11-13,2,45.6
ORD-000482,CUST-00390,PROD-0183,STORE-021,2025-03-20,3,371.12
ORD-000483,CUST-00370,PROD-0028,STORE-003,2025-06-12,1,471.76
ORD-000484,CUST-00369,PROD-0195,STORE-009,2025-08-16,2,70.58
ORD-000485,CUST-00442,PROD-0115,STORE-018,2025-04-06,7,56.12
ORD-000486,CUST-00363,PROD-0142,STORE-003,2025-02-15,6,432.53
ORD-000487,CUST-00299,PROD-0106,STORE-013,2025-01-07,2,363.79
ORD-000488,CUST-00249,PROD-0147,STORE-017,2025-10-14,3,344.22
ORD-000489,CUST-00143,PROD-0069,STORE-010,2025-03-28,5,249.09
ORD-000490,CUST-00172,PROD-0112,STORE-009,2025-02-02,7,153.37
ORD-000491,CUST-00370,PROD-0065,STORE-008,2025-02-09,8,298.92
ORD-000492,CUST-00469,PROD-0028,STORE-005,2025-04-11,5,8.34
ORD-000493,CUST-00341,PROD-0216,STORE-020,2025-07-22,7,403.01
ORD-000494,CUST-00451,PROD-0086,STORE-014,2025-06-18,3,153.71
ORD-000495,CUST-00712,PROD-0052,STORE-016,2025-11-05,6,92.92
ORD-000496,CUST-00327,PROD-0075,STORE-024,2025-07-23,8,484.03
ORD-000497,CUST-00334,PROD-0097,STORE-009,2025-05-05,7,185.67
ORD-000498,CUST-00205,PROD-0152,STORE-018,2025-10-16,3,342.44
ORD-000499,CUST-00028,PROD-0244,STORE-024,2025-10-09,8,471.76
ORD-000500,CUST-00449,PROD-0205,STORE-010,2025-04-18,2,410.38
ORD-000501,CUST-00690,PROD-0128,STORE-005,2025-07-29,5,124.79
ORD-000502,CUST-00158,PROD-0184,STORE-014,2025-12-04,7,41.6
ORD-000503,CUST-00491,PROD-0150,STORE-013,2025-11-03,7,274.09
ORD-000504,CUST-00719,PROD-0230,STORE-018,2025-07-04,2,59.13
ORD-000505,CUST-00674,PROD-0171,STORE-012,2025-05-08,3,325.25
ORD-000506,CUST-00577,PROD-0166,STORE-022,2025-01-23,7,483.56
ORD-000507,CUST-00441,PROD-0028,STORE-001,2025-06-19,2,133.07
ORD-000508,CUST-00532,PROD-0143,STORE-019,2025-09-19,4,225.65
ORD-000509,CUST-00475,PROD-0198,STORE-022,2025-07-20,3,175.75
ORD-000510,CUST-00495,PROD-0027,STORE-010,2025-01-13,7,460.66
ORD-000511,CUST-00119,PROD-0213,STORE-024,2025-02-13,3,177.41
ORD-000512,CUST-00467,PROD-0201,STORE-007,2025-06-25,8,177.4
ORD-000513,CUST-00449,PROD-0185,STORE-023,2025-02-19,8,162.85
ORD-000514,CUST-00046,PROD-0208,STORE-023,2025-06-03,2,16.17
ORD-000515,CUST-00664,PROD-0028,STORE-022,2025-06-25,3,465.3
ORD-000516,CUST-00529,PROD-0045,STORE-018,2025-05-05,3,168.83
ORD-000517,CUST-00474,PROD-0060,STORE-013,2025-08-07,3,97.25
ORD-000518,CUST-00443,PROD-0102,STORE-001,2025-12-03,4,227.53
ORD-000519,CUST-00399,PROD-0002,STORE-023,2025-08-08,4,106.85
ORD-000520,CUST-00065,PROD-0148,STORE-004,2025-12-27,3,186.06
ORD-000521,CUST-00469,PROD-0030,STORE-009,2025-04-11,8,266.21
ORD-000522,CUST-00321,PROD-0153,STORE-013,2025-11-24,7,295.56
ORD-000523,CUST-00361,PROD-0217,STORE-015,2025-06-28,3,407.79
ORD-000524,CUST-00305,PROD-0236,STORE-020,2025-12-28,2,337.68
ORD-000525,CUST-00121,PROD-0062,STORE-010,2025-06-10,2,95.6
ORD-000526,CUST-00145,PROD-0131,STORE-013,2025-12-22,7,300.22
ORD-000527,CUST-00393,PROD-0109,STORE-006,2025-10-22,8,319.56
ORD-000528,CUST-00661,PROD-0239,STORE-006,2025-12-22,3,247.36
ORD-000529,CUST-00192,PROD-0081,STORE-015,2025-03-13,1,433.42
ORD-000530,CUST-00497,PROD-0035,STORE-007,2025-01-05,7,482.09
ORD-000531,CUST-00669,PROD-0127,STORE-014,2025-09-16,8,210.73
ORD-000532,CUST-00501,PROD-0043,STORE-003,2025-08-16,1,398.95
ORD-000533,CUST-00300,PROD-0009,STORE-009,2025-04-23,4,271.11
ORD-000534,CUST-00469,PROD-0145,STORE-024,2025-03-28,8,277.1
ORD-000535,CUST-00587,PROD-0030,STORE-009,2025-02-27,6,273.3
ORD-000536,CUST-00737,PROD-0113,STORE-018,2025-01-22,4,494.93
ORD-000537,CUST-00670,PROD-0193,STORE-008,2025-02-22,5,438.02
ORD-000538,CUST-00461,PROD-0068,STORE-012,2025-01-17,2,222.33
ORD-000539,CUST-00243,PROD-0054,STORE-024,2025-03-02,6,431.21
ORD-000540,CUST-00648,PROD-0110,STORE-006,2025-11-09,3,393.49
ORD-000541,CUST-00061,PROD-0146,STORE-012,2025-04-16,5,300.43
ORD-000542,CUST-00332,PROD-0181,STORE-010,2025-03-28,5,288.49
ORD-000543,CUST-00696,PROD-0209,STORE-004,2025-09-21,3,481.56
ORD-000544,CUST-00061,PROD-0071,STORE-021,2025-07-30,3,352.2
ORD-000545,CUST-00256,PROD-0038,STORE-023,2025-03-09,6,415.09
ORD-000546,CUST-00403,PROD-0126,STORE-005,2025-12-13,5,315.76
ORD-000547,CUST-00463,PROD-0020,STORE-021,2025-07-12,2,204.4
ORD-000548,CUST-00712,PROD-0240,STORE-012,2025-05-23,8,475.37
ORD-000549,CUST-00596,PROD-0001,STORE-025,2025-06-17,2,366.8
ORD-000550,CUST-00651,PROD-0171,STORE-023,2025-08-23,6,425.79
ORD-000551,CUST-00408,PROD-0056,STORE-014,2025-10-01,4,249.87
ORD-000552,CUST-00291,PROD-0087,STORE-018,2025-06-15,3,285.23
ORD-000553,CUST-00352,PROD-0229,STORE-022,2025-09-06,1,27.73
ORD-000554,CUST-00471,PROD-0005,STORE-004,2025-11-17,3,223.43
ORD-000555,CUST-00439,PROD-0052,STORE-023,2025-01-01,3,441.65
ORD-000556,CUST-00163,PROD-0224,STORE-009,2025-06-04,2,329.01
ORD-000557,CUST-00085,PROD-0096,STORE-022,2025-05-09,3,30.62
ORD-000558,CUST-00313,PROD-0186,STORE-023,2025-11-17,4,217.46
ORD-000559,CUST-00721,PROD-0025,STORE-001,2025-02-16,4,241.01
ORD-000560,CUST-00608,PROD-0058,STORE-017,2025-03-09,8,9.59
ORD-000561,CUST-00352,PROD-0210,STORE-004,2025-12-23,7,348.54
ORD-000562,CUST-00073,PROD-0059,STORE-013,2025-09-02,2,366.72
ORD-000563,CUST-00106,PROD-0081,STORE-012,2025-02-22,5,72.87
ORD-000564,CUST-00657,PROD-0174,STORE-005,2025-03-10,2,267.59
ORD-000565,CUST-00625,PROD-0167,STORE-006,2025-01-05,8,178.83
ORD-000566,CUST-00644,PROD-0192,STORE-005,2025-04-20,7,309.95
ORD-000567,CUST-00223,PROD-0023,STORE-004,2025-08-15,3,377.45
ORD-000568,CUST-00748,PROD-0099,STORE-012,2025-10-29,7,160.67
ORD-000569,CUST-00254,PROD-0071,STORE-021,2025-03-13,2,127.83
ORD-000570,CUST-00615,PROD-0185,STORE-020,2025-11-04,5,390.58
ORD-000571,CUST-00028,PROD-0218,STORE-022,2025-12-20,5,106.69
ORD-000572,CUST-00522,PROD-0049,STORE-024,2025-11-07,7,151.28
ORD-000573,CUST-00246,PROD-0127,STORE-013,2025-01-28,2,124.33
ORD-000574,CUST-00609,PROD-0019,STORE-017,2025-11-23,1,493.5
ORD-000575,CUST-00136,PROD-0100,STORE-019,2025-06-12,7,185.87
ORD-000576,CUST-00177,PROD-0196,STORE-016,2025-12-16,2,13.25
ORD-000577,CUST-00015,PROD-0068,STORE-007,2025-02-04,1,461.67
ORD-000578,CUST-00519,PROD-0074,STORE-021,2025-07-23,7,214.66
ORD-000579,CUST-00085,PROD-0164,STORE-018,2025-07-25,3,142.34
ORD-000580,CUST-00081,PROD-0131,STORE-007,2025-06-08,3,270.5
ORD-000581,CUST-00601,PROD-0163,STORE-025,2025-07-20,2,158.52
ORD-000582,CUST-00748,PROD-0245,STORE-008,2025-08-12,1,126.01
ORD-000583,CUST-00119,PROD-0117,STORE-020,2025-08-11,1,158.09
ORD-000584,CUST-00180,PROD-0031,STORE-001,2025-12-03,3,352.23
ORD-000585,CUST-00509,PROD-0244,STORE-012,2025-03-25,5,87.64
ORD-000586,CUST-00276,PROD-0188,STORE-004,2025-03-06,1,170.82
ORD-000587,CUST-00279,PROD-0135,STORE-003,2025-08-08,5,357.59
ORD-000588,CUST-00643,PROD-0020,STORE-016,2025-10-23,8,257.83
ORD-000589,CUST-00512,PROD-0220,STORE-019,2025-01-29,3,187.0
ORD-000590,CUST-00106,PROD-0229,STORE-019,2025-05-11,2,118.05
ORD-000591,CUST-00003,PROD-0012,STORE-001,2025-09-18,4,27.75
ORD-000592,CUST-00393,PROD-0236,STORE-005,2025-07-06,3,465.91
ORD-000593,CUST-00567,PROD-0206,STORE-023,2025-01-19,7,116.13
ORD-000594,CUST-00427,PROD-0235,STORE-024,2025-05-08,6,139.26
ORD-000595,CUST-00586,PROD-0096,STORE-004,2025-02-09,1,93.77
ORD-000596,CUST-00048,PROD-0245,STORE-013,2025-09-22,2,439.1
ORD-000597,CUST-00319,PROD-0084,STORE-003,2025-05-25,8,8.93
ORD-000598,CUST-00299,PROD-0145,STORE-010,2025-04-13,4,234.63
ORD-000599,CUST-00506,PROD-0198,STORE-025,2025-10-30,4,367.56
ORD-000600,CUST-00252,PROD-0039,STORE-001,2025-10-07,7,16.83
ORD-000601,CUST-00355,PROD-0163,STORE-023,2025-10-05,1,475.73
ORD-000602,CUST-00674,PROD-0097,STORE-024,2025-01-01,5,56.44
ORD-000603,CUST-00244,PROD-0108,STORE-016,2025-09-29,1,486.41
ORD-000604,CUST-00729,PROD-0072,STORE-003,2025-03-14,1,461.02
ORD-000605,CUST-00423,PROD-0180,STORE-012,2025-09-24,8,487.39
ORD-000606,CUST-00595,PROD-0025,STORE-017,2025-02-13,3,320.41
ORD-000607,CUST-00077,PROD-0152,STORE-019,2025-07-21,1,220.31
ORD-000608,CUST-00243,PROD-0075,STORE-009,2025-03-08,6,463.38
ORD-000609,CUST-00718,PROD-0213,STORE-024,2025-07-21,6,162.43
ORD-000610,CUST-00240,PROD-0020,STORE-007,2025-05-20,3,391.06
ORD-000611,CUST-00112,PROD-0040,STORE-004,2025-10-27,3,227.53
ORD-000612,CUST-00417,PROD-0031,STORE-018,2025-06-10,6,482.48
ORD-000613,CUST-00463,PROD-0079,STORE-015,2025-04-17,5,426.97
ORD-000614,CUST-00162,PROD-0207,STORE-022,2025-02-16,5,414.05
ORD-000615,CUST-00618,PROD-0011,STORE-007,2025-12-23,6,78.41
ORD-000616,CUST-00255,PROD-0248,STORE-012,2025-12-31,7,259.15
ORD-000617,CUST-00307,PROD-0067,STORE-006,2025-12-13,1,476.28
ORD-000618,CUST-00570,PROD-0192,STORE-018,2025-08-20,4,51.88
ORD-000619,CUST-00144,PROD-0032,STORE-001,2025-02-22,1,416.02
ORD-000620,CUST-00134,PROD-0051,STORE-013,2025-04-24,6,344.7
ORD-000621,CUST-00087,PROD-0150,STORE-019,2025-11-27,5,459.12
ORD-000622,CUST-00023,PROD-0017,STORE-007,2025-02-08,8,405.59
ORD-000623,CUST-00340,PROD-0032,STORE-002,2025-02-17,8,30.06
ORD-000624,CUST-00444,PROD-0211,STORE-024,2025-10-21,7,250.57
ORD-000625,CUST-00700,PROD-0110,STORE-006,2025-07-15,6,111.27
ORD-000626,CUST-00282,PROD-0072,STORE-015,2025-04-06,3,22.14
ORD-000627,CUST-00632,PROD-0063,STORE-021,2025-11-14,5,251.94
ORD-000628,CUST-00491,PROD-0016,STORE-003,2025-10-09,5,194.58
ORD-000629,CUST-00205,PROD-0165,STORE-017,2025-08-03,4,317.21
ORD-000630,CUST-00020,PROD-0098,STORE-023,2025-10-06,6,242.43
ORD-000631,CUST-00353,PROD-0234,STORE-019,2025-09-06,6,197.24
ORD-000632,CUST-00027,PROD-0082,STORE-020,2025-04-03,4,19.5
ORD-000633,CUST-00060,PROD-0208,STORE-016,2025-05-24,6,384.58
ORD-000634,CUST-00164,PROD-0026,STORE-008,2025-04-30,4,136.92
ORD-000635,CUST-00225,PROD-0148,STORE-013,2025-01-29,6,467.92
ORD-000636,CUST-00181,PROD-0061,STORE-019,2025-03-30,6,404.06
ORD-000637,CUST-00368,PROD-0234,STORE-019,2025-12-24,1,353.2
ORD-000638,CUST-00582,PROD-0145,STORE-005,2025-06-30,4,419.15
ORD-000639,CUST-00556,PROD-0080,STORE-006,2025-09-10,8,23.78
ORD-000640,CUST-00239,PROD-0155,STORE-008,2025-01-29,1,265.58
ORD-000641,CUST-00340,PROD-0235,STORE-020,2025-01-01,4,404.18
ORD-000642,CUST-00735,PROD-0046,STORE-011,2025-06-24,1,15.84
ORD-000643,CUST-00722,PROD-0235,STORE-005,2025-10-28,2,424.0
ORD-000644,CUST-00075,PROD-0096,STORE-023,2025-07-06,7,295.07
ORD-000645,CUST-00310,PROD-0083,STORE-005,2025-06-22,3,367.5
ORD-000646,CUST-00655,PROD-0246,STORE-016,2025-08-12,6,91.22
ORD-000647,CUST-00711,PROD-0228,STORE-020,2025-10-15,6,115.49
ORD-000648,CUST-00180,PROD-0097,STORE-010,2025-10-29,5,68.03
ORD-000649,CUST-00719,PROD-0243,STORE-019,2025-01-01,7,426.11
ORD-000650,CUST-00034,PROD-0047,STORE-020,2025-10-18,6,460.9
ORD-000651,CUST-00227,PROD-0164,STORE-019,2025-11-10,2,468.65
ORD-000652,CUST-00340,PROD-0191,STORE-003,2025-03-14,4,176.66
ORD-000653,CUST-00172,PROD-0163,STORE-003,2025-06-13,6,226.07
ORD-000654,CUST-00215,PROD-0064,STORE-023,2025-05-16,2,178.48
ORD-000655,CUST-00738,PROD-0001,STORE-002,2025-02-25,7,221.91
ORD-000656,CUST-00171,PROD-0227,STORE-014,2025-08-03,8,441.47
ORD-000657,CUST-00560,PROD-0097,STORE-004,2025-06-29,8,395.41
ORD-000658,CUST-00667,PROD-0195,STORE-022,2025-10-23,4,85.5
ORD-000659,CUST-00035,PROD-0076,STORE-001,2025-02-07,6,134.25
ORD-000660,CUST-00076,PROD-0088,STORE-006,2025-02-23,7,84.64
ORD-000661,CUST-00561,PROD-0242,STORE-003,2025-02-08,6,299.04
ORD-000662,CUST-00495,PROD-0181,STORE-001,2025-11-11,7,471.5
ORD-000663,CUST-00622,PROD-0228,STORE-014,2025-03-26,3,31.5
ORD-000664,CUST-00211,PROD-0250,STORE-007,2025-06-19,7,350.1
ORD-000665,CUST-00272,PROD-0170,STORE-010,2025-10-04,5,122.58
ORD-000666,CUST-00403,PROD-0147,STORE-018,2025-01-26,8,81.02
ORD-000667,CUST-00004,PROD-0110,STORE-003,2025-07-04,5,412.82
ORD-000668,CUST-00615,PROD-0123,STORE-007,2025-11-17,2,17.73
ORD-000669,CUST-00654,PROD-0075,STORE-003,2025-03-29,8,422.66
ORD-000670,CUST-00408,PROD-0121,STORE-016,2025-06-07,5,50.1
ORD-000671,CUST-00397,PROD-0048,STORE-012,2025-10-06,7,187.84
ORD-000672,CUST-00046,PROD-0068,STORE-015,2025-08-17,8,135.37
ORD-000673,CUST-00578,PROD-0016,STORE-005,2025-05-18,2,47.42
ORD-000674,CUST-00555,PROD-0106,STORE-025,2025-06-26,4,279.02
ORD-000675,CUST-00536,PROD-0108,STORE-018,2025-07-18,8,288.48
ORD-000676,CUST-00488,PROD-0077,STORE-003,2025-05-01,7,451.86
ORD-000677,CUST-00515,PROD-0147,STORE-017,2025-01-18,3,64.53
ORD-000678,CUST-00178,PROD-0243,STORE-006,2025-08-18,4,405.18
ORD-000679,CUST-00044,PROD-0109,STORE-003,2025-03-06,7,104.94
ORD-000680,CUST-00152,PROD-0214,STORE-020,2025-11-18,5,163.27
ORD-000681,CUST-00090,PROD-0100,STORE-018,2025-02-04,7,278.26
ORD-000682,CUST-00533,PROD-0118,STORE-001,2025-05-22,7,60.69
ORD-000683,CUST-00152,PROD-0146,STORE-019,2025-03-18,2,462.83
ORD-000684,CUST-00104,PROD-0202,STORE-010,2025-10-16,6,439.55
ORD-000685,CUST-00393,PROD-0168,STORE-016,2025-05-16,8,23.54
ORD-000686,CUST-00413,PROD-0037,STORE-020,2025-05-22,7,24.19
ORD-000687,CUST-00708,PROD-0061,STORE-002,2025-06-19,8,460.8
ORD-000688,CUST-00021,PROD-0087,STORE-010,2025-07-10,5,143.76
ORD-000689,CUST-00713,PROD-0176,STORE-004,2025-09-09,4,71.51
ORD-000690,CUST-00329,PROD-0069,STORE-024,2025-08-15,7,304.45
ORD-000691,CUST-00193,PROD-0114,STORE-007,2025-02-15,7,371.76
ORD-000692,CUST-00383,PROD-0211,STORE-002,2025-09-22,3,37.47
ORD-000693,CUST-00519,PROD-0104,STORE-005,2025-12-30,1,90.99
ORD-000694,CUST-00060,PROD-0064,STORE-002,2025-04-13,8,30.02
ORD-000695,CUST-00722,PROD-0051,STORE-009,2025-07-04,6,412.63
ORD-000696,CUST-00407,PROD-0163,STORE-004,2025-09-16,1,124.75
ORD-000697,CUST-00609,PROD-0115,STORE-006,2025-09-08,8,295.5
